Date	Time	Severity	PID	TID	Function	Message
12-09-2026	17:57:44.534	 INFO	 30756	 33128	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 36498296
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
12-09-2026	17:57:44.534	 INFO	 30756	 33128	LateInitialization	"Intialization finished"
12-09-2026	17:57:44.587	 INFO	 31384	 16928	DllMain	"DLL_PROCESS_ATTACH Fri Dec 20 03:01:36 2024 11.4.2504.1"
12-09-2026	17:57:44.587	 INFO	 31384	 16928	DllMain	"PROCESS ATTACHED"
12-09-2026	17:57:44.587	 INFO	 31384	 31364	LateInitialization	"Intialization..."
12-09-2026	17:57:44.587	 INFO	 31384	 31364	LoadDisplayDevicesName	"DisplayDevices : "
12-09-2026	17:57:44.588	 INFO	 31384	 31364	LoadDisplayDevicesName	"\\.\DISPLAY1"
12-09-2026	17:57:44.588	 INFO	 31384	 31364	LoadDisplayDevicesName	"\\.\DISPLAY2"
12-09-2026	17:57:44.588	 INFO	 31384	 31364	LoadDisplayDevicesName	"\\.\DISPLAY3"
12-09-2026	17:57:44.588	 INFO	 31384	 31364	LoadDisplayDevicesName	"\\.\DISPLAY4"
12-09-2026	17:57:44.589	ERROR	 31384	 31364	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813"
12-09-2026	17:57:44.589	 INFO	 31384	 31364	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 36498359
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
12-09-2026	17:57:44.589	 INFO	 31384	 31364	LateInitialization	"Intialization finished"
